Gas,NFR/CRF Group,Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total GHGs in CO2 Eq.,1A4ai,Public sector combustion,Coal,kilotonne,2158.968789,2071.717222,1845.937261,1576.923032,1330.374021,907.37831,1018.675876,1202.791427,821.9563452,977.3903977,728.2425669,710.1555583,467.9958136,409.5415979,384.1074887,441.0159319,404.7467118,381.6766748,379.2183063,403.7926513,414.7976699,403.7528329,367.0527423,398.6469588,399.8391933,75.52546894,82.08275914,76.98143994,75.07046156,57.30352741,57.01946306,56.27056613,47.49039519
Total GHGs in CO2 Eq.,1A4ai,Public sector combustion,Coke,kilotonne,581.5598463,478.2296855,406.068806,335.1438598,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4ai,Public sector combustion,Fuel oil,kilotonne,2237.778838,2272.350441,2538.836889,2615.384735,2682.3641,2187.992595,2022.457878,1512.892821,1168.983663,1153.31434,553.2543767,841.4796858,414.3203077,352.0335251,192.9989774,139.2960987,149.5992777,145.5860599,230.1749007,150.3792705,114.0464416,219.1152954,115.4723696,61.15516515,82.80471605,91.62007666,93.85580327,100.2394493,105.3283827,93.56449505,43.75186245,33.38188681,41.96908829
Total GHGs in CO2 Eq.,1A4ai,Public sector combustion,Gas oil,kilotonne,4583.271821,4775.551465,4775.551465,4554.401766,4326.841931,4105.692233,4083.256756,3618.811067,3279.369103,3001.421429,2818.896445,2182.984826,1800.438604,919.4645064,714.3707888,1425.664376,895.7802158,710.6029876,165.9491706,55.80748339,74.44139185,43.4713955,54.90569549,67.62732919,65.12377417,81.76815662,73.04561716,72.40995224,84.96330051,70.13314727,60.88941813,85.48141906,96.57870401
Total GHGs in CO2 Eq.,1A4ai,Public sector combustion,Natural gas,kilotonne,6434.033145,7294.533169,8000.005512,7083.912713,7536.27692,8506.486932,9465.160235,9819.980564,9617.831283,9694.397045,9711.145132,9986.802321,9094.563938,9302.180879,10431.19898,10133.47124,9273.98331,8655.672154,9052.890667,8258.872906,8916.113348,7353.691809,8406.003218,8609.985399,7251.220362,7735.898559,7791.711042,7770.32346,8149.502755,8110.81767,7634.615261,8166.411241,7416.245777
Total GHGs in CO2 Eq.,1A4ai,Railways - stationary combustion,Burning oil,kilotonne,31.68928962,31.68934377,38.02721252,38.02721252,38.02721252,38.02721252,38.02721252,38.02721252,38.02721252,38.02721252,38.02721252,38.02721252,38.02721252,38.02721252,38.02723795,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4ai,Railways - stationary combustion,Fuel oil,kilotonne,6.393653824,3.200493579,3.189493579,3.189493579,-,3.189493579,2.232645505,0.960160453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4ai,Railways - stationary combustion,Natural gas,kilotonne,444.8678503,429.3260091,439.4644377,446.3459527,472.4949999,462.5406861,501.1411208,478.9739218,472.786651,463.93579,406.222831,414.8126361,332.6870371,17.27602496,4.95249738,7.07457022,4.44505159,3.839460613,3.918993896,2.996456226,3.354477116,2.669940118,2.374977212,1.900625975,1.782048593,1.322452118,2.531780028,2.04911219,2.348993685,2.985081927,2.181996788,2.892991816,2.164976025
Total GHGs in CO2 Eq.,1A4ai,Miscellaneous industrial/commercial combustion,LPG,kilotonne,28.09731165,28.32335353,28.5492138,28.77507408,29.00093436,29.43583147,30.09721431,30.38611122,30.67170604,31.13026421,31.81342005,31.86502999,32.33992641,32.85510249,33.91594888,34.67215589,34.0308715,33.54903083,33.18197658,32.15885618,32.6091585,31.78982791,31.84744374,31.59823672,30.68336532,29.64510753,30.1994967,30.45924491,31.96699627,35.14488036,34.24299798,31.76170584,31.10048911
Total GHGs in CO2 Eq.,1A4ai,Miscellaneous industrial/commercial combustion,Burning oil,kilotonne,-,-,-,-,-,-,-,-,1149.241997,1642.724382,1777.361274,2107.768349,1745.225063,1740.715884,1981.192594,2029.331289,2096.845677,1939.714574,1922.11684,1944.224219,1980.164574,1748.070582,1772.21263,1807.383734,1657.794751,1647.859683,2001.312905,1980.003915,2036.035992,1983.854279,2260.537458,2040.389406,1832.589509
Total GHGs in CO2 Eq.,1A4ai,Miscellaneous industrial/commercial combustion,Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000913635,0.001204337,0.0009344,0.001100515,0.001162808,0.001681919,0.001578097
Total GHGs in CO2 Eq.,1A4ai,Public sector combustion,Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.092859108,0.102936841,0.1475668,0.162683399
Total GHGs in CO2 Eq.,1A4aii,NRMM: Forklifts,Gas oil,kilotonne,595.6477434,557.3244804,548.1323739,548.3128752,569.4959817,575.8544855,575.0087616,577.7308155,579.3635193,579.845971,582.7908386,585.3292964,587.3907311,587.8759568,655.2072095,563.9332962,583.1901553,599.4285242,508.5560281,258.0407856,305.9715748,360.0560332,360.6016743,315.9791147,331.0556866,376.0348134,433.7277081,419.231919,457.758537,438.0564377,296.0623176,433.9100246,536.0230887
Total GHGs in CO2 Eq.,1A4aii,NRMM: Forklifts,LPG,kilotonne,227.4866122,214.1219756,211.8816811,213.414268,223.660738,229.1630892,231.2145058,233.0049277,234.9059746,236.4333326,236.9563678,238.6981232,238.8420884,238.4894434,266.9890671,229.2646705,236.9836537,243.4198798,203.8517117,104.1039035,126.2072554,150.8582318,143.8548301,142.9139861,156.5872043,174.7623895,186.7108471,188.8061293,203.5540336,190.8766575,120.1364657,175.8156858,215.45053
Total GHGs in CO2 Eq.,1A4bi,Domestic Fireplace - Standard,Coal,kilotonne,7068.113101,7405.123345,6806.859966,6537.347202,4600.997954,3077.076959,3377.64143,3352.497445,3697.553441,4286.705426,2554.027453,2015.473643,1281.624924,1124.41823,985.6262113,778.2424946,909.683833,1206.534352,1354.87384,1208.562789,1283.655771,1287.939249,1215.821918,983.5061522,878.6512801,880.4661225,914.8286544,866.4570914,831.8923017,762.7396803,738.8968478,748.9047126,585.6369285
Total GHGs in CO2 Eq.,1A4bi,Domestic Fireplace - Standard,Coke,kilotonne,469.2180864,404.045206,354.578507,304.6269039,268.5568287,263.3773364,283.3803489,136.5060231,206.5588192,222.6824723,262.2409234,117.7387637,307.178048,217.6383969,87.77249353,59.73317689,38.79847265,26.70375156,21.5471934,17.34773991,16.69573259,13.36900052,10.46351557,8.38033761,8.25475192,3.602059838,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Fireplace - Standard,Petroleum coke,kilotonne,30.61197053,67.57062107,100.8717297,136.779918,240.1632074,314.3386382,358.3392133,405.4226811,405.1429865,395.4124282,369.0534762,342.6925136,316.3315511,298.757576,272.3952283,254.8213426,237.2474569,228.4605141,239.5588268,45.64928743,32.62184161,61.18970074,99.77685307,70.53586447,108.1561208,126.5251596,116.7841411,151.2736803,164.1426815,193.8831805,155.4503343,129.0060947,182.3853677
Total GHGs in CO2 Eq.,1A4bi,Domestic Fireplace - Standard,SSF,kilotonne,1359.592729,1452.557634,1369.823635,1504.695379,1256.307525,1024.11625,1227.048236,906.3900236,976.9301572,942.7614653,843.8610414,758.3140493,666.2733772,580.642468,516.8632642,437.670384,439.4045625,401.0941737,489.962313,435.8019531,487.284332,408.2120744,368.5074754,425.6326606,333.8760332,312.3691927,313.7980341,327.7095656,324.725127,266.7745877,262.187452,285.1048209,376.8446915
Total GHGs in CO2 Eq.,1A4bi,Domestic Fireplace - Standard,Wood - Dry,kilotonne,7.89889525,8.08625292,9.704246563,9.925248155,10.14688438,10.36915798,10.5920717,10.81562831,11.0398306,11.26468137,11.26468137,11.26468137,11.26468137,11.35427182,12.81933915,14.65067332,16.48200748,13.17506593,8.143051737,7.956395442,9.77084594,7.816084544,8.595559729,9.020511983,7.549841989,9.304948815,10.36052944,11.17163917,12.86811529,12.72697049,13.17182939,13.03127837,13.81428994
Total GHGs in CO2 Eq.,1A4bi,Domestic Fireplace - Standard,Wood - Seasoned,kilotonne,24.40813183,24.98707996,29.98679206,30.66970224,31.35457349,32.04141425,32.73023304,33.42103841,34.11383897,34.80864339,34.80864339,34.80864339,34.80864339,35.08548406,39.61264329,45.27159233,50.93054137,40.71186361,25.16259223,24.58581139,30.19258874,24.15224102,26.56087318,27.87400499,23.32953314,28.75293444,32.01475149,34.52113655,39.76336493,39.32721773,40.70186247,40.2675501,42.68710994
Total GHGs in CO2 Eq.,1A4bi,Domestic Fireplace - Standard,Wood - Wet,kilotonne,11.40044404,11.67085662,14.0061004,14.32507112,14.6449578,14.9657644,15.28749488,15.61015325,15.93374352,16.25826974,16.25826974,16.25826974,16.25826974,16.38757528,18.50210112,21.14525843,23.78841573,19.01552017,11.75283413,11.48343384,14.10222302,11.28092368,12.40593711,13.01926901,10.89665686,13.42979555,14.95331087,16.1239823,18.57249953,18.3687858,19.01084888,18.80799215,16.62061198
Total GHGs in CO2 Eq.,1A4bi,Domestic Fireplace - Standard,Peat,kilotonne,403.3047741,374.7063808,338.8643607,303.4707268,276.9257558,234.1947212,203.5614682,172.424141,135.4059477,104.1005957,71.11499632,38.80149588,3.295525312,8.000218145,5.143797496,6.031581984,5.647871728,3.127500568,4.975772752,4.975772752,5.143797496,5.815896472,4.807748008,5.479846984,6.824044937,5.232575945,5.232575945,5.232575945,5.232575945,5.232575945,5.232575945,5.232575945,5.232575945
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Basic,Anthracite,kilotonne,816.6624738,1144.850133,939.3999082,1433.628078,1532.518958,1169.384244,1144.195253,1111.149037,871.6605474,846.1010765,865.6341558,972.0732679,642.0549183,442.066097,358.6668144,175.1961585,101.9739497,77.06221,70.30592747,90.59985218,88.79050803,81.60051702,76.2938266,92.67743808,70.45564224,79.00939743,64.95100744,58.29722487,51.66839567,44.48867905,34.71998968,31.7294098,34.66793709
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Basic,Coal,kilotonne,258.7976572,260.0993562,229.3721083,211.35049,142.7142402,91.57088264,96.42975942,91.8128787,97.12488111,107.9810958,64.33534744,46.67468781,27.06356636,21.34249159,16.55384603,11.42726697,11.57759302,13.23478371,15.53306467,14.24556375,15.39364816,15.61892373,14.87287004,12.13980561,10.97347495,12.04465681,11.43966148,9.294636017,7.932969638,6.646560144,5.642992737,5.090291159,3.773046992
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Basic,Coke,kilotonne,214.7489275,177.3929467,149.3501306,123.1032089,104.1240085,97.97084471,101.1268967,46.72898766,67.82021967,70.11477314,82.57031937,34.08185147,81.07998636,51.63594965,18.42657048,10.96332921,6.172226309,3.661414061,3.087794663,2.555952237,2.50263704,2.026534845,1.599933195,1.29299122,1.288638391,0.61593107,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Basic,Petroleum coke,kilotonne,14.01030359,29.66636259,42.48764575,55.27432606,93.11532299,116.92738,127.8766603,138.7850224,133.0220924,124.5012794,116.201785,99.1992355,83.49606365,70.88193707,57.1854538,46.76949081,37.74233611,31.32475738,34.32968985,6.725798226,4.889909963,9.275417448,15.25646884,10.88288536,16.8841088,21.63505895,18.25394318,20.28374346,19.56544005,21.11835778,14.83941386,10.9603822,14.68767866
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Basic,SSF,kilotonne,622.2502691,637.7342811,576.9761411,608.0645774,487.0916002,380.9497638,437.8835044,310.2770653,320.7590851,296.8419813,265.701763,219.5092421,175.8635967,137.7607337,108.5079959,80.32930364,69.90234965,54.99496369,70.2134606,64.20945798,73.04236647,61.8786716,56.34696469,65.67030099,52.12094541,53.41329678,49.04819635,43.94139643,38.70650793,29.05791609,25.02862491,24.22255948,30.34768525
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Basic,Wood - Dry,kilotonne,10.43446248,10.24710481,11.79783966,11.57683807,11.35520185,11.13292825,10.91001453,10.68645792,10.46225563,10.23740485,10.23740485,9.411743607,8.582026878,7.775411902,7.767820503,7.761253956,7.568063835,5.214069684,3.368157287,3.383558263,4.227387133,3.41973026,3.793550364,4.017100679,3.401828142,4.592431058,4.674145638,4.323635795,4.427213917,4.001220751,3.629264756,3.195581953,3.210991855
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Basic,Wood - Seasoned,kilotonne,32.24320967,31.66426154,36.45613933,35.77322914,35.0883579,34.40151714,33.71269835,33.02189298,32.32909241,31.634288,31.634288,29.08293773,26.51905573,24.02655975,24.0031018,23.98281072,23.3858399,16.11183541,10.40783862,10.4554287,13.06291819,10.56720267,11.72233261,12.41311852,10.51188389,14.19092913,14.44343282,13.3603332,13.68039675,12.36404845,11.21467873,9.874568923,9.922186585
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Basic,Wood - Wet,kilotonne,15.06001813,14.78960555,17.02777498,16.70880427,16.38891758,16.06811099,15.7463805,15.42372214,15.10013186,14.77560564,14.77560564,13.58393205,12.3864052,11.22222102,11.21126438,11.20178691,10.92295638,7.525446002,4.861247994,4.88347616,6.101371006,4.935683059,5.475216126,5.797865405,4.909845005,6.628237449,6.746175777,6.240286317,6.389780207,5.774945969,5.238103362,4.612170701,3.863293004
Total GHGs in CO2 Eq.,1A4bi,Domestic Boiler,Anthracite,kilotonne,3300.705254,4478.53465,3547.985239,5213.074404,5348.182815,3902.279514,3635.778367,3345.6614,2472.698607,2245.869528,2297.717645,2806.603523,2032.986339,1557.242805,1427.877313,797.7806736,535.732265,469.7325629,396.8709209,479.051225,441.6191597,380.9828444,331.6654871,369.6231325,251.8860258,263.2558081,245.2280755,268.3004505,281.7931003,281.5590647,286.540793,292.9983272,336.3275965
Total GHGs in CO2 Eq.,1A4bi,Domestic Boiler,Coal,kilotonne,1518.68653,1477.305222,1257.811478,1115.846203,723.1216331,443.6721748,444.8893389,401.3811121,400.0349633,416.1536052,247.9451296,195.6622952,124.4202201,109.1585853,95.68464833,75.55182539,88.31215795,117.1304231,127.3087176,109.3648502,111.1646175,105.8783756,93.87486437,70.29760222,56.96080634,58.26896421,62.7106247,62.10828878,62.81810434,61.0745953,67.61764146,68.24792114,53.1459744
Total GHGs in CO2 Eq.,1A4bi,Domestic Boiler,Coke,kilotonne,573.1880748,458.2744509,372.5108234,295.6165858,239.9679633,215.9036512,212.2100452,92.91761251,127.0530177,122.9062042,144.7398898,64.98412019,169.5422523,120.1222036,48.44469305,32.96881863,21.41422697,14.73872959,11.51085935,8.925019999,8.220178196,6.24839654,4.593193387,3.405514216,3.04243536,1.355293397,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Boiler,LPG,kilotonne,911.5588249,1125.879142,1081.223935,1080.787483,1022.908316,887.8788459,945.4157345,788.9898439,768.6078005,748.9265726,693.1580137,871.6458253,818.4524136,890.7495049,891.9894056,795.896955,852.330003,664.6310336,898.5550158,843.4663228,1086.975455,774.2058898,814.7723418,831.3632287,583.1073052,558.6035651,587.4561836,575.7556123,576.9665449,584.8039416,549.9762532,671.056658,596.1907023
Total GHGs in CO2 Eq.,1A4bi,Domestic Boiler,Petroleum coke,kilotonne,37.39501303,76.63966509,105.9731775,132.7342131,214.5969477,257.6791938,268.3431682,275.965168,249.2008777,218.2418767,203.693454,189.1439216,174.5943892,164.8947009,150.344404,140.644765,130.945126,126.0953066,127.9762014,23.48552638,16.06143065,28.59881064,43.79927362,28.66362912,39.86285834,47.605737,45.51378886,61.64865808,70.46881958,88.26370313,80.87710852,66.83913851,94.10000889
Total GHGs in CO2 Eq.,1A4bi,Domestic Boiler,SSF,kilotonne,1660.853155,1647.513799,1439.100566,1460.189186,1122.568953,839.5196059,918.8779767,616.9661609,600.9035347,520.3428543,465.7562693,418.5399079,367.7394586,320.4767804,285.2748188,241.5655129,242.5226663,221.3778298,261.7457953,224.2102526,239.9154407,190.7899479,161.7645701,172.9641625,123.0559391,117.5305029,122.2951793,133.5516854,139.4091785,121.4469092,136.4098901,147.7151964,194.4294614
Total GHGs in CO2 Eq.,1A4bi,Domestic Outdoor,Coal,kilotonne,0.096008411,0.098396028,0.088519205,0.083240545,0.057387484,0.037611161,0.040474306,0.039399371,0.042633536,0.048510042,0.028902378,0.022807891,0.014503371,0.012724358,0.011153733,0.008806898,0.01029434,0.013653617,0.016159194,0.015235895,0.017160855,0.018325988,0.01848951,0.016061074,0.015492835,0.012512086,0.011123958,0.009384947,0.008267404,0.007119321,0.006896775,0.006990187,0.005466265
Total GHGs in CO2 Eq.,1A4bi,Domestic Outdoor,Charcoal,kilotonne,9.08341875,8.374047,7.740283898,7.91866494,8.101544438,8.274561938,9.68898,8.894656658,9.342945,7.7857875,8.4778575,7.862088218,8.17403877,8.834100533,9.31110978,8.442388913,8.25985545,7.92973806,7.251855495,7.684399245,11.86675127,11.23177705,11.65030638,19.25684775,19.41515876,18.8756902,12.49930325,20.92871585,25.16210804,16.09997045,17.37562847,16.84948226,15.50444421
Total GHGs in CO2 Eq.,1A4bi,Domestic Space Heater,Burning oil,kilotonne,4020.218598,4743.156929,4975.871645,5062.847499,5080.655441,5158.195136,6535.926898,6307.624769,6830.604674,6064.303438,6354.190463,6837.513188,5789.184024,5796.968418,6356.995739,6056.115999,6285.428791,5541.644241,5776.691197,5811.109256,6736.276411,4997.544225,5113.378196,5348.433107,4711.247945,4772.555817,4742.346965,4515.692675,4785.053889,4460.341157,4080.003562,4233.122151,3740.220696
Total GHGs in CO2 Eq.,1A4bi,Domestic Space Heater,Fuel oil,kilotonne,45.20835671,34.96668843,29.45599501,28.11972077,33.0391593,40.49548272,10.26095126,7.772729692,2.629436174,13.24685717,7.042639116,15.84686838,9.967895097,16.37210637,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Space Heater,Gas oil,kilotonne,673.9196836,601.0569883,581.2666159,578.3858553,539.1602358,511.751847,551.1261813,449.5989689,371.509312,334.866472,290.0117132,436.6811628,455.5545573,352.9390356,353.491372,297.7092513,382.7683369,374.546518,374.6399478,294.1338128,401.0684073,323.8147678,319.5768442,295.9895184,307.5577515,325.2256884,380.3693677,355.0867017,231.1852314,518.7903381,783.2456748,379.7468497,753.7896974
Total GHGs in CO2 Eq.,1A4bi,Domestic Space Heater,Natural gas,kilotonne,39091.10531,45003.58074,44489.4685,46773.24444,45086.67057,44458.72254,53914.57609,48518.04084,50798.96414,51602.37831,53503.07825,55734.92035,55068.92236,56905.34952,58601.25859,56066.41515,53444.67455,50958.13164,52614.60966,49103.31712,57840.16647,42281.96212,47690.95482,47396.13866,38695.9567,40754.68157,41333.2391,41082.4294,41865.12665,40289.58499,39893.08412,42881.17256,35120.20514
Total GHGs in CO2 Eq.,1A4bi,Domestic Water Heater,Burning oil,kilotonne,791.1356229,880.5987825,932.0084493,1236.283218,1279.044907,1326.764875,1372.788763,1470.553419,1499.344415,1300.440224,1319.087781,1323.496467,1149.802529,1125.024706,1204.513783,1177.591752,1263.575288,1158.952036,1128.298221,1212.826243,1087.591211,1101.385567,1053.406652,1217.11353,1194.017216,1162.371161,1152.19003,1063.961466,1084.36419,1010.779468,935.6703251,985.1218008,870.4149836
Total GHGs in CO2 Eq.,1A4bi,Domestic Water Heater,Fuel oil,kilotonne,8.896516589,6.49179939,5.517271785,6.866479562,8.317542675,10.41604334,2.155183009,1.812126536,0.577171514,2.840680067,1.462005153,3.067383381,1.979745496,3.177354579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Water Heater,Gas oil,kilotonne,132.6201189,111.5902467,108.8744718,141.2344983,135.7325176,131.6302229,115.7570825,104.8190603,81.5477456,71.80937337,60.20450747,84.52575672,90.47868924,68.49530755,66.97900189,57.88858055,76.94886501,78.33080412,73.17434363,61.3881432,64.75364846,71.36403309,65.83600128,67.35670809,77.94734102,79.20975165,92.41369232,83.66348088,52.3900027,117.5655861,179.6223273,88.37375514,175.4200889
Total GHGs in CO2 Eq.,1A4bi,Domestic Water Heater,Natural gas,kilotonne,13849.49224,14203.82994,14166.2762,13867.47557,13781.32585,13884.491,13749.26587,13733.93528,13538.60438,13435.56623,13485.56119,13098.71762,13279.73071,13408.83375,13481.66659,13236.71275,13045.10069,12939.48832,12477.50894,13380.59513,12828.76527,13313.58326,14229.98442,14848.58176,12440.8492,12796.08384,12855.26199,12011.97257,12482.54716,12012.78212,12075.81527,12544.35366,10273.97918
Total GHGs in CO2 Eq.,1A4bi,Domestic Cooking and Other,Burning oil,kilotonne,21.44765448,20.0662137,18.77820373,17.68575987,16.41021852,15.33252811,14.58069809,13.59136836,12.69229669,11.4130539,11.10649588,10.37072549,9.635780395,9.25221185,9.085561428,8.759521408,8.291557251,7.955409261,7.408178368,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Cooking and Other,Fuel oil,kilotonne,0.241184202,0.147928701,0.111162569,0.098229036,0.106714543,0.120371198,0.022890683,0.016748306,0.00488589,0.024930661,0.012309836,0.024035569,0.016591017,0.026130589,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Cooking and Other,Gas oil,kilotonne,3.595326017,2.542808124,2.193614247,2.020442715,1.741455879,1.521161835,1.229481998,0.968774369,0.690320497,0.630220624,0.506911764,0.662331515,0.758245662,0.563305937,0.505217827,0.43060446,0.504937003,0.537687139,0.48044797,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Cooking and Other,Natural gas,kilotonne,1696.667755,1649.551109,1613.142246,1584.661948,1561.144932,1542.763061,1531.374779,1524.832031,1518.558623,1516.395301,1500.640836,1492.858442,1486.308057,1480.889506,1473.575347,1457.206936,1469.140406,1458.021112,1437.117491,1326.979567,1296.331911,1351.023031,1358.947641,1448.613346,1251.912207,1335.911168,1366.423388,1261.919166,1326.470727,1276.550661,1306.08468,1376.374978,1127.267953
Total GHGs in CO2 Eq.,1A4bi,Domestic combustion,Burning oil,kilotonne,137.4882053,144.2786657,143.6944014,143.5321003,151.0025814,163.3017363,176.0421383,212.6609841,213.3438107,191.2810297,214.3667229,199.4488633,201.3319957,200.3936243,195.4697309,193.3027516,182.5337722,175.9550934,182.30576,178.3625332,180.4011032,162.2464166,166.7947626,175.3734569,152.9810137,161.2962675,170.6412309,172.7477284,177.9296078,168.9360817,170.3881505,168.4280238,137.7918517
Total GHGs in CO2 Eq.,1A4bi,Domestic combustion,Gas oil,kilotonne,113.1906045,124.8126783,112.424818,115.1809525,115.3272492,118.2224901,127.1362836,144.1938777,165.9483224,116.1374074,128.3786012,104.9837116,109.2516125,108.2030148,97.34658558,102.8011449,95.98552449,107.9992566,82.79076646,70.57498853,71.06370137,66.9215367,73.96454935,71.47018057,63.23911903,62.5622978,68.26046651,66.17380778,73.10170487,66.60418668,58.75839537,62.17558731,66.64432185
Total GHGs in CO2 Eq.,1A4bi,Domestic combustion,LPG,kilotonne,134.8062108,138.8353412,131.8987855,133.7867838,132.7726794,135.0347964,142.019768,140.2282116,142.4057222,141.521426,141.8884386,139.7199711,137.827739,130.0084168,94.93126077,97.11256808,92.40107933,89.45227697,88.59993477,85.86120064,87.78095202,82.88772394,77.03290935,68.62543286,61.82724008,61.57778001,61.95626746,60.93084593,61.89163123,60.06253792,55.64050803,49.28648175,45.31093187
Total GHGs in CO2 Eq.,1A4bi,Domestic combustion,Coal,kilotonne,32.60547984,32.59411904,15.99615369,26.06244054,19.93497362,20.46254374,21.04871956,17.58383689,16.38380717,14.18936527,14.24299956,13.39308809,10.52844127,9.953161712,10.12385702,9.327631333,7.502486282,6.139302552,6.139302552,-,-,-,-,-,-,-,-,-,-,-,-,-,0.002904953
Total GHGs in CO2 Eq.,1A4bi,Domestic combustion,Natural gas,kilotonne,0.082315929,0.086382884,0.090464895,0.094561961,0.098674082,0.102836529,0.107016734,0.110209505,0.113417088,0.116865833,0.119342977,0.122403584,0.125815386,0.125961853,36.31052598,36.28401202,40.72090435,37.58450557,39.19490307,43.74713579,44.69634165,43.486191,48.84514148,56.74206057,51.33685546,55.3452179,55.3048309,54.03569177,59.36585406,55.3332118,55.50013468,57.66017163,45.12283327
Total GHGs in CO2 Eq.,1A4bi,Domestic combustion,Peat,kilotonne,87.71873684,87.71873684,77.9260015,68.13326616,58.34053081,48.54779547,38.75506013,34.5345851,30.31411006,26.09363503,21.87315999,17.65268495,15.32457226,12.99645957,10.66834688,8.340234191,6.012121501,6.029250052,6.046378603,6.063507154,6.080635706,6.097764257,6.114892808,5.36551869,4.616144571,3.866770452,3.117396334,3.117396334,3.117396334,3.117396334,3.117396334,3.117396334,3.117396334
Total GHGs in CO2 Eq.,1A4bi,Domestic combustion,Charcoal,kilotonne,0.02353038,0.020589083,0.1937796,0.02145417,0.020935118,0.020935118,0.020935118,0.020935118,0.020589083,0.020243048,0.025087538,0.02491452,0.024568485,0.02422245,0.023876415,0.023703398,0.023357363,0.023011328,0.02283831,0.022492275,0.024568485,0.026471678,0.024049433,0.023703398,0.023703398,0.023876415,0.025087538,0.026471678,0.028028835,0.029932028,0.036160658,0.035735034,0.035735034
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Upgraded,Anthracite,kilotonne,-,-,-,-,-,-,-,-,-,-,-,85.27678407,123.8452859,144.6041422,179.2667192,125.3569583,99.8559609,99.90320233,117.6187834,191.6471494,233.5255215,263.0458237,297.6959528,432.9097761,390.0998008,380.7241256,353.2966878,349.3575716,334.0304976,304.3842009,246.2734563,229.0476263,250.2602081
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Upgraded,Coal,kilotonne,-,-,-,-,-,-,-,-,-,-,-,4.094616533,5.220262344,6.981337654,8.273845109,8.176477392,11.33712756,17.15753123,25.98614705,30.13384259,40.48641903,50.34885574,58.0334401,56.7067955,60.75809197,58.03982289,62.22527823,55.69993211,51.28577656,45.47466775,40.02649015,36.7456916,27.23679586
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Upgraded,Coke,kilotonne,-,-,-,-,-,-,-,-,-,-,-,2.989888503,15.63943177,16.89062395,9.209859136,7.844519045,6.044029781,4.746645467,5.165747253,5.406641935,6.58211821,6.532697919,6.242885671,6.039749818,7.134951349,2.967999071,-,-,-,-,-,-,-
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Upgraded,Petroleum coke,kilotonne,-,-,-,-,-,-,-,-,-,-,-,8.702421993,16.10546633,23.18617459,28.58209424,33.46466703,36.95843154,40.60931517,57.43209003,14.22717616,12.86082037,29.90005348,59.53022977,50.83553843,93.48417345,104.2532809,99.2911106,121.5543171,126.4884189,144.4883192,105.2579155,79.12058691,106.0271198
Total GHGs in CO2 Eq.,1A4bi,Domestic Closed Stove - Upgraded,SSF,kilotonne,-,-,-,-,-,-,-,-,-,-,-,19.25682236,33.9221409,45.06288282,54.23382275,57.47749981,68.45048478,71.29529486,117.4640903,135.8231751,192.1067589,199.4708702,219.8639665,306.7555156,288.583991,257.3836958,266.7944039,263.3274497,250.2333184,198.809467,177.5313305,174.857326,219.0732609
